num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S021268;29/05/2023;15:20:00;CALL. PEÑARANDA DE BRACAMONTE / AVDA. LAS SUERTES;12;18;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.440.240;4.469.141.688;N;NULL
2023S021367;30/05/2023;20:20:00;CALL. MARTIN MACHIO / PSAJE. DOÑA CARLOTA;15;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;NULL;NULL;443.743.782;4.477.669.770;N;NULL
2023S021402;31/05/2023;15:25:00;GTA. MARQUES DE VADILLO / CALL. ANTONIO DE LEYVA;5;11;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.241.566;4.472.122.948;N;NULL
2023S021456;30/05/2023;18:30:00;CALL. VALMOJADO, 95;95;10;LATINA;Atropello a persona;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435.658.908;4.471.824.378;N;NULL
2023S021456;30/05/2023;18:30:00;CALL. VALMOJADO, 95;95;10;LATINA;Atropello a persona;Nublado;Bicicleta;Peatón;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;435.658.908;4.471.824.378;N;NULL
2023S021461;01/06/2023;10:37:00;PASEO. EXTREMADURA, 11;11;10;LATINA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;NULL;NULL;438.369.080;4.473.947.281;N;NULL
2023S021476;31/05/2023;21:00:00;CALL. VIA LUSITANA, 5;5;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.516.041;4.470.321.854;N;NULL
2023S021480;01/06/2023;14:10:00;PLAZA. EMPERADOR CARLOS V / PASEO. PRADO;2;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;441.292.505;4.473.402.196;N;NULL
2023S021522;01/06/2023;14:20:00;CALL. ORENSE, 33;33;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.064.905;4.478.261.195;N;NULL
2023S021557;01/06/2023;21:30:00;CTRA. VILLAVERDE A VALLECAS, 230;230;18;VILLA DE VALLECAS;Caída;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.377.731;4.468.740.333;S;NULL
2023S021568;02/06/2023;1:38:00;CALL. SEGOVIA, 33;33;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.275.545;4.473.944.031;N;NULL
2023S021580;02/06/2023;6:30:00;CALL. ARENAL / CALL. DONADOS;26;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.895.363;4.474.374.633;N;NULL
2023S021588;02/06/2023;9:35:00;CALL. MENDEZ ALVARO / CALL. RETAMA;88;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.544.997;4.471.616.698;N;NULL
2023S021593;01/06/2023;13:45:00;PQUE. CASA DE CAMPO, 0;0;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Conductor;De 70 a 74 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;436.233.476;4.476.100.743;N;NULL
2023S021634;02/06/2023;19:15:00;AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO;81;3;RETIRO;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.731.402;4.472.491.943;S;NULL
2023S021638;02/06/2023;20:10:00;AVDA. MEMORIA / CALL. OBISPO TREJO;3;9;MONCLOA-ARAVACA;Alcance;NULL;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;438.392.790;4.476.789.845;N;NULL
2023S022008;04/06/2023;11:40:00;PASEO. CASTELLANA, 249;249;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.704.460;4.480.536.472;N;NULL
2023S022053;05/06/2023;8:30:00;CALL. ANTONIO MACHADO, 2;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;NULL;NULL;439.024.489;4.479.140.987;N;NULL
2023S022140;06/06/2023;2:10:00;AVD DOCTOR GARCIA TAPIA Nº 210;210;14;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;446.172.553;4.473.238.210;S;NULL
2023S022156;06/06/2023;7:45:00;CALL. MARTINEZ VILLERGAS / CALL. CONDESA DE VENADITO;46;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.393.053;4.477.274.982;N;NULL
2023S022163;06/06/2023;12:00:00;CALL. CASALARREINA / AVDA. DAROCA;3;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.825.849;4.473.238.495;N;NULL
2023S022163;06/06/2023;12:00:00;CALL. CASALARREINA / AVDA. DAROCA;3;19;VICÁLVARO;Caída;Despejado;Bicicleta;Peatón;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;447.825.849;4.473.238.495;N;NULL
2023S022167;06/06/2023;11:57:00;CALL. MAYORAZGO DE DUARTE / CALL. SUERTES DE LA VILLA;21;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;453.559.628;4.473.224.422;N;NULL
2023S022209;06/06/2023;19:42:00;AVDA. LOS ROSALES, 42;42;17;VILLAVERDE;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.184.565;4.467.881.982;N;NULL
2023S022209;06/06/2023;19:42:00;AVDA. LOS ROSALES, 42;42;17;VILLAVERDE;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.184.565;4.467.881.982;N;NULL
2023S022214;07/06/2023;0:38:00;CUSTA. SAN VICENTE / PASEO. REY;38;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.085.985;4.474.666.045;N;NULL
2023S022273;07/06/2023;19:50:00;CALL. CARLOS MARTIN ALVAREZ, 21;21;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.741.792;4.471.282.697;N;NULL
2023S022288;07/06/2023;20:52:00;CALL. CARLOTA O'NEILL / AVDA. BADAJOZ;32;15;CIUDAD LINEAL;Caída;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;444.954.840;4.477.233.227;S;NULL
2023S022328;08/06/2023;15:50:00;CALL. SERRANO, 13;13;4;SALAMANCA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.613.868;4.474.970.327;N;NULL
2023S022398;09/06/2023;12:15:00;CALL. ANDEVALO, 4;4;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.243.830;4.469.580.951;N;NULL
2023S022404;09/06/2023;14:45:00;CALL. DON RAMON DE LA CRUZ / CALL. CLAUDIO COELLO;12;4;SALAMANCA;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441.798.632;4.475.621.906;N;NULL
2023S022421;09/06/2023;17:24:00;CALL. ESTOCOLMO, 16C;16C;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;449.158.048;4.475.171.291;N;NULL
2023S022517;09/06/2023;22:25:00;CALL. JOSE PAULETE / CMNO. VALDERRIBAS;20;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.360.569;4.471.715.225;N;NULL
2023S022583;10/06/2023;20:40:00;CALL. GRAN VIA / CALL. SAN BERNARDO;51;1;CENTRO;Alcance;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;439.916.278;4.474.807.751;N;NULL
2023S022745;11/06/2023;19:30:00;AVDA. CONSEJO DE EUROPA, 2;2;21;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.721.462;4.478.865.911;N;NULL
2023S022768;12/06/2023;8:24:00;CALL. CERRO DEL CASTAÑAR, 66;66;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.580.451;4.482.539.044;N;NULL
2023S022792;12/06/2023;14:40:00;CALL. ALCALA / PTA. ALCALA;59;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.352.155;4.474.571.281;N;NULL
2023S022814;12/06/2023;18:55:00;CALL. AGOSTO / CALL. VIENTO;3;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;451.519.053;4.476.973.677;N;NULL
2023S022844;13/06/2023;10:50:00;CALL. ALCALDE SAINZ DE BARANDA / CALL. NARVAEZ;15;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.640.735;4.474.263.349;N;NULL
2023S022936;14/06/2023;15:54:00;CALL. JEMENUÑO / PASEO. IMPERIAL;2A;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;3;Ingreso superior a 24 horas;439.106.199;4.473.323.570;N;NULL
2023S022958;14/06/2023;20:21:00;CALL. LAS PEDROÑERAS / PLAZA. ANDRES JAUREGUI;1C;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446.616.155;4.479.308.140;N;NULL
2023S023041;16/06/2023;0:10:00;CALL. LAGASCA, 81;81;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.920.988;4.475.848.164;N;NULL
2023S023120;16/06/2023;20:20:00;AVDA. MENENDEZ PELAYO, 65;65;3;RETIRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.543.506;4.473.884.015;N;NULL
2023S023128;16/06/2023;22:50:00;CALL. PRECIADOS, 21;21;1;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440.157.728;4.474.520.914;N;NULL
2023S023128;16/06/2023;22:50:00;CALL. PRECIADOS, 21;21;1;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;Menor de 5 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.157.728;4.474.520.914;N;NULL
2023S023184;17/06/2023;10:20:00;CALL. ARRIAGA / CALL. FRANCISCO LARGO CABALLERO;75;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;445.747.732;4.474.976.050;N;NULL
2023S023201;17/06/2023;14:50:00;CALL. VIA CARPETANA, 43;43;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.437.900;4.473.005.713;N;NULL
2023S023232;18/06/2023;1:33:00;AVDA. ALBUFERA, 220;220;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;NULL;NULL;444.782.155;4.471.392.005;N;NULL
2023S023279;18/06/2023;9:40:00;CALL. PIO BAROJA, 4;4;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.806.076;4.473.965.866;N;NULL
2023S023396;19/06/2023;13:04:00;CALL. BLASCO DE GARAY, 65;65;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;439.681.012;4.476.625.495;N;NULL
2023S023397;20/06/2023;8:50:00;AVDA. MADROÑOS, 13;13;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;444.937.840;4.478.192.057;N;NULL
2023S023420;20/06/2023;12:38:00;CALL. TREN DE ARGANDA / BULEV. INDALECIO PRIETO;8;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.367.666;4.472.767.040;N;NULL
2023S023441;20/06/2023;17:45:00;PASEO. CASTELLANA, 259B;259B;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.784.913;4.480.861.376;N;NULL
2023S023467;20/06/2023;21:15:00;CALLE DE ODONELL;3;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.221.645;4.474.751.275;N;NULL
2023S023473;21/06/2023;2:00:00;PARQUE TIERNO GALVAN;0;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.007.107;4.471.350.847;N;NULL
2023S023482;21/06/2023;9:00:00;CALL. O'DONNELL, 8;8;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442.448.182;4.474.770.186;N;NULL
2023S023514;21/06/2023;18:30:00;CALL. ALMAGRO / PASEO. EDUARDO DATO;33;7;CHAMBERÍ;Colisión lateral;Lluvia débil;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.341.549;4.475.989.807;N;NULL
2023S023516;21/06/2023;18:55:00;CALL. PRINCIPE DE VERGARA, 255;255;5;CHAMARTÍN;Alcance;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;442.586.007;4.478.604.609;N;NULL
2023S023599;22/06/2023;20:35:00;AVDA. MAYORAZGO / CTRA. VILLAVERDE A VALLECAS;1;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;445.897.751;4.469.368.002;N;NULL
2023S023608;22/06/2023;21:35:00;PASEO. PINTOR ROSALES, 32;32;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.915.843;4.475.422.714;N;NULL
2023S023612;22/06/2023;23:15:00;CALL. SANTA ENGRACIA, 81;81;7;CHAMBERÍ;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.707.389;4.476.332.127;N;NULL
2023S023612;22/06/2023;23:15:00;CALL. SANTA ENGRACIA, 81;81;7;CHAMBERÍ;Colisión frontal;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;440.707.389;4.476.332.127;N;NULL
2023S023666;23/06/2023;17:37:00;CALL. TOLEDO, 172;172;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;3;Ingreso superior a 24 horas;439.437.702;4.472.664.293;N;NULL
2023S023694;24/06/2023;0:25:00;PASEO. GENERAL MARTINEZ CAMPOS, 19;19;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.989.336;4.476.280.400;N;NULL
2023S023715;24/06/2023;8:05:00;CALL. BLASCO DE GARAY / CALL. MELENDEZ VALDES;31;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.640.361;4.476.054.477;N;NULL
2023S023716;24/06/2023;9:00:00;INTERIOR DEL PARQUE DE MIGUEL HERNANDEZ PK 21,400;147;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.700.882;4.469.984.816;N;NULL
2023S023806;25/06/2023;13:20:00;CALL. VENTURA RODRIGUEZ, 26;26;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;439.409.965;4.475.135.464;N;NULL
2023S023806;25/06/2023;13:20:00;CALL. VENTURA RODRIGUEZ, 26;26;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;439.409.965;4.475.135.464;N;NULL
2023S023807;25/06/2023;12:40:00;AVDA. MANZANARES, 4;4;10;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;438.693.021;4.473.528.211;N;NULL
2023S023807;25/06/2023;12:40:00;AVDA. MANZANARES, 4;4;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.693.021;4.473.528.211;N;NULL
2023S023879;26/06/2023;11:50:00;CALL. TOMAS SANZ, 6;6;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;436.944.349;4.473.936.060;N;NULL
2023S023891;26/06/2023;13:30:00;CALL. SERRANO, 122;122;4;SALAMANCA;Alcance;NULL;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;441.776.114;4.476.406.673;N;NULL
2023S023925;27/06/2023;1:30:00;CALL. TOLEDO, 166;166;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.456.838;4.472.720.929;N;NULL
2023S023965;27/06/2023;17:50:00;PLAZA. CASTILLA / PASEO. CASTELLANA;1;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441.528.494;4.479.628.382;N;NULL
2023S024013;28/06/2023;11:20:00;PASEO. EXTREMADURA, 7;7;10;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.431.724;4.473.950.473;N;NULL
2023S024036;28/06/2023;19:50:00;CALL. MARCELO USERA, 83;83;12;USERA;Alcance;NULL;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440.037.777;4.470.812.770;N;NULL
2023S024049;29/06/2023;1:50:00;PLAZA. SANTO DOMINGO / CALL. VENERAS;1;1;CENTRO;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Mujer;NULL;NULL;439.942.474;4.474.601.280;N;NULL
2023S024073;29/06/2023;10:00:00;CALL. PABLO RICA, 4;4;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;443.140.412;4.471.225.191;N;NULL
2023S024111;29/06/2023;19:00:00;CALL. BRETON DE LOS HERREROS / PASEO. CASTELLANA;70;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.349.694;4.476.751.706;N;NULL
2023S024206;30/06/2023;19:12:00;CALL. SAN EUSTAQUIO / CALL. RESINA;2;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.402.385;4.465.280.458;N;NULL
2023S024319;02/07/2023;2:00:00;PLAZA. MARIANO DE CAVIA / AVDA. MEDITERRANEO;1;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;442.406.693;4.473.221.223;N;NULL
2023S024324;02/07/2023;2:45:00;CALL. TOLEDO / PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS;142;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.476.623;4.472.772.893;N;NULL
2023S024324;02/07/2023;2:45:00;CALL. TOLEDO / PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS;142;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.476.623;4.472.772.893;N;NULL
2023S024339;02/07/2023;7:30:00;CALL. SIERRA TOLEDANA, 39;39;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;443.989.710;4.472.719.301;NULL;NULL
2023S024339;02/07/2023;7:30:00;CALL. SIERRA TOLEDANA, 39;39;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Pasajero;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.989.710;4.472.719.301;N;NULL
2023S024346;02/07/2023;11:25:00;PASEO. CASTELLANA, 249;249;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.704.908;4.480.551.757;N;NULL
2023S024366;01/07/2023;21:15:00;CALL. DESENGAÑO, 6;6;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.382.930;4.474.690.235;N;NULL
2023S024391;02/07/2023;23:05:00;CALL. ALCALA, 63;63;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.425.815;4.474.590.620;N;NULL
2023S024457;03/07/2023;19:55:00;CALL. MENDEZ ALVARO / CALL. RETAMA;1;2;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.277.395;4.471.900.294;N;NULL
2023S024464;03/07/2023;21:00:00;AVDA. GRAN VIA DE SAN FRANCISCO, 5;5;1;CENTRO;Colisión lateral;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;NULL;NULL;439.552.307;4.473.247.403;N;NULL
2023S024500;04/07/2023;10:50:00;AVDA. MONASTERIO DE SILOS, FAROLA 277;100;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;439.141.954;4.483.264.171;N;NULL
2023S024500;04/07/2023;10:50:00;AVDA. MONASTERIO DE SILOS, FAROLA 277;100;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.141.954;4.483.264.171;N;NULL
2023S024505;04/07/2023;9:45:00;CTRA. M-203 / CALL. PIROTECNIA;+00725S;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;446.247.857;4.472.806.809;N;NULL
2023S024507;03/07/2023;11:40:00;CALL. BAHIA DE MAHON, 1;1;21;BARAJAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449.632.784;4.479.128.518;N;NULL
2023S024507;03/07/2023;11:40:00;CALL. BAHIA DE MAHON, 1;1;21;BARAJAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449.632.784;4.479.128.518;N;NULL
2023S024512;04/07/2023;13:05:00;PASEO. VENEZUELA, 1;1;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442.236.733;4.473.928.373;N;NULL
2023S024566;04/07/2023;23:10:00;CALL. GENOVA / PLAZA. COLON;30;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.372.764;4.475.186.489;N;NULL
2023S024568;04/07/2023;23:05:00;CALL. PRINCESA, 1;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.596.994;4.475.144.309;N;NULL
2023S024575;04/07/2023;11:25:00;CTRA. VILLAVERDE A VALLECAS, 267;267;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;445.451.721;4.469.165.436;N;NULL
2023S024592;05/07/2023;10:30:00;PQUE. CASA DE CAMPO, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.681.320;4.475.243.578;N;NULL
2023S024616;05/07/2023;15:45:00;AVDA. MANZANARES / SENDA CICLABLE PK 6.4 (MADRID RÍO);210;12;USERA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;440.537.267;4.471.412.398;N;NULL
